Provider Number	Hospital Name
321305	NOR-LEA HOSPITAL DISTRICT
321306	LINCOLN COUNTY MEDICAL CENTER
321307	MINERS' COLFAX MEDICAL CENTER
321308	CIBOLA GENERAL HOSPITAL
321309	MIMBRES MEMORIAL HOSPITAL
330003	ALBANY MEMORIAL HOSPITAL
330004	HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS
330005	KALEIDA HEALTH
330006	ST JOSEPH'S MEDICAL CENTER
330008	WYOMING COUNTY COMMUNITY HOSPITAL
330009	BRONX-LEBANON HOSPITAL CENTER
330011	OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC
330013	ALBANY MEDICAL CENTER HOSPITAL
330014	JAMAICA HOSPITAL MEDICAL CENTER
330019	NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.
330023	VASSAR BROTHERS MEDICAL CENTER
330024	MOUNT SINAI HOSPITAL
330027	NASSAU UNIVERSITY MEDICAL CENTER
330028	RICHMOND UNIVERSITY MEDICAL CENTER
330030	NEWARK-WAYNE COMMUNITY HOSPITAL
330033	CHENANGO MEMORIAL HOSPITAL, INC
330043	SOUTHSIDE HOSPITAL
330044	FAXTON-ST LUKE'S HEALTHCARE
330045	HUNTINGTON HOSPITAL
330046	ST LUKE'S ROOSEVELT HOSPITAL
330047	ST MARY'S HOSPITAL AT AMSTERDAM
330049	NORTHERN DUTCHESS HOSPITAL
330053	MEDINA MEMORIAL HOSPITAL
330055	NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS
330056	BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS
330057	ST PETER'S HOSPITAL
330058	GENEVA GENERAL HOSPITAL
330059	MONTEFIORE MEDICAL CENTER
330061	LAWRENCE HOSPITAL CENTER
330064	NEW YORK DOWNTOWN HOSPITAL
330065	NIAGARA FALLS MEMORIAL MEDICAL CENTER
330067	ST FRANCIS HOSPITAL
330073	UNITED MEMORIAL MEDICAL CENTER
330074	F F THOMPSON HOSPITAL
330078	SISTERS OF CHARITY HOSPITAL
330079	ADIRONDACK MEDICAL CENTER
330080	LINCOLN MEDICAL & MENTAL HEALTH CENTER
330084	ALICE HYDE MEDICAL CENTER
330085	AURELIA OSBORN FOX MEMORIAL HOSPITAL
330086	MOUNT VERNON HOSPITAL
330088	EASTERN LONG ISLAND HOSPITAL
330090	ARNOT OGDEN MEDICAL CENTER
330094	COLUMBIA MEMORIAL HOSPITAL
330096	JONES MEMORIAL HOSPITAL
33009F	ALBANY VA MEDICAL CENTER
330100	NY EYE AND EAR INFIRMARY
330101	NEW YORK-PRESBYTERIAN HOSPITAL
330102	KENMORE MERCY HOSPITAL
330103	OLEAN GENERAL HOSPITAL
330104	NYACK HOSPITAL
330106	NORTH SHORE UNIVERSITY HOSPITAL
330107	PECONIC BAY MEDICAL CENTER
330108	ST JOSEPH'S HOSPITAL, INC
330111	BERTRAND CHAFFEE HOSPITAL
330115	ONEIDA HEALTHCARE CENTER
330119	LENOX HILL HOSPITAL
33011F	BATH VA MEDICAL CENTER
330125	ROCHESTER GENERAL HOSPITAL
330126	ORANGE REGIONAL MEDICAL CENTER
330127	JACOBI MEDICAL CENTER
330128	ELMHURST HOSPITAL CENTER
33012F	UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY
330132	TLC HEALTH NETWORK
330135	BON SECOURS COMMUNITY HOSPITAL
330136	MARY IMOGENE BASSETT HOSPITAL
33013F	CANANDAIGUA VA MEDICAL CENTER
330140	ST JOSEPH'S HOSPITAL HEALTH CENTER
330141	BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER
330144	IRA DAVENPORT MEMORIAL HOSPITAL, INC
330151	ST JAMES MERCY HOSPITAL
330153	ELLIS HOSPITAL
330157	SAMARITAN MEDICAL CENTER
330158	GOOD SAMARITAN HOSPITAL OF SUFFERN
33015F	VA HUDSON VALLEY HEALTHCARE SYSTEM
330160	STATEN ISLAND UNIVERSITY HOSPITAL
330162	NORTHERN WESTCHESTER HOSPITAL
330163	EASTERN NIAGARA HOSPITAL
330164	HIGHLAND HOSPITAL
330166	WESTFIELD MEMORIAL HOSPITAL, INC
330167	WINTHROP-UNIVERSITY HOSPITAL
330169	BETH ISRAEL MEDICAL CENTER
33016F	BRONX VA MEDICAL CENTER
330175	CORTLAND REGIONAL MEDICAL CENTER, INC
330177	EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR
33017F	VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.
330180	SAMARITAN HOSPITAL
330181	GLEN COVE HOSPITAL
330182	ST FRANCIS HOSPITAL, ROSLYN
330184	SOUND SHORE MEDICAL CENTER OF WESTSCHESTER
330185	JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON
330188	MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER
330191	GLENS FALLS HOSPITAL
330193	FLUSHING HOSPITAL MEDICAL CENTER
330194	MAIMONIDES MEDICAL CENTER
330195	LONG ISLAND JEWISH MEDICAL CENTER
330196	CONEY ISLAND HOSPITAL
330197	CANTON-POTSDAM HOSPITAL
330198	SOUTH NASSAU COMMUNITIES HOSPITAL
330199	METROPOLITAN HOSPITAL CENTER
33019F	NORTHPORT VA MEDICAL CENTER
330201	KINGSBROOK JEWISH MEDICAL CENTER
330202	KINGS COUNTY HOSPITAL CENTER
330203	CROUSE HOSPITAL
330204	BELLEVUE HOSPITAL CENTER
330205	ST ANTHONY COMMUNITY HOSPITAL
330208	ST JOHN'S RIVERSIDE HOSPITAL
330211	CLAXTON-HEPBURN MEDICAL CENTER
330213	LEWIS COUNTY GENERAL HOSPITAL
330214	NYU HOSPITALS CENTER
330215	ROME MEMORIAL HOSPITAL, INC
330218	OSWEGO HOSPITAL
330219	ERIE COUNTY MEDICAL CENTER
330221	WYCKOFF HEIGHTS MEDICAL CENTER
330222	SARATOGA HOSPITAL
330223	MASSENA MEMORIAL HOSPITAL
330224	HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS
330225	LONG BEACH MEDICAL CENTER
330226	UNITY HOSPITAL OF ROCHESTER
330229	BROOKS MEMORIAL HOSPITAL
330231	QUEENS HOSPITAL CENTER
330232	ST MARY'S HOSPITAL ( TROY )
330233	BROOKDALE HOSPITAL MEDICAL CENTER
330234	WESTCHESTER MEDICAL CENTER
330235	AUBURN COMMUNITY HOSPITAL
330236	NEW YORK METHODIST HOSPITAL
330238	NICHOLAS H NOYES MEMORIAL HOSPITAL
330239	WOMAN'S CHRISTIAN ASSOCIATION
330240	HARLEM HOSPITAL CENTER
330241	UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER
330245	ST ELIZABETH MEDICAL CENTER
330246	ST CHARLES HOSPITAL
330249	COMMUNITY MEMORIAL HOSPITAL, INC
33024F	SYRACUSE VA MEDICAL CENTER
330250	CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR
330259	MERCY MEDICAL CENTER
330261	PHELPS MEMORIAL HOSPITAL ASSN
330263	CARTHAGE AREA HOSPITAL, INC
330264	ST LUKE'S CORNWALL HOSPITAL
330265	CLIFTON SPRINGS HOSPITAL AND CLINIC
330267	HUDSON VALLEY HOSPITAL CENTER
330268	COBLESKILL REGIONAL HOSPITAL
330270	HOSPITAL FOR SPECIAL SURGERY
330273	PUTNAM HOSPITAL CENTER
330276	NATHAN LITTAUER HOSPITAL
330277	CORNING HOSPITAL
330279	MERCY HOSPITAL
330285	STRONG MEMORIAL HOSPITAL
330286	GOOD SAMARITAN HOSPITAL MEDICAL CENTER
330304	WHITE PLAINS HOSPITAL CENTER
330306	LUTHERAN MEDICAL CENTER
330307	CAYUGA MEDICAL CENTER AT ITHACA
330331	PLAINVIEW HOSPITAL
330332	ST JOSEPH HOSPITAL
330340	SOUTHAMPTON HOSPITAL
330350	UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )
330353	FOREST HILLS HOSPITAL
330372	FRANKLIN HOSPITAL
330385	NORTH CENTRAL BRONX HOSPITAL
330386	CATSKILL REGIONAL MEDICAL CENTER
330393	UNIVERSITY HOSPITAL ( STONY BROOK )
330394	UNITED HEALTH SERVICES HOSPITALS, INC
330395	ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE
330396	WOODHULL MEDICAL AND MENTAL HEALTH CENTER
330397	INTERFAITH MEDICAL CENTER
330399	ST BARNABAS HOSPITAL
330401	ST CATHERINE OF SIENA HOSPITAL
330403	MONROE COMMUNITY HOSPITAL
330404	WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL
330405	HELEN HAYES HOSPITAL
330406	SUNNYVIEW HOSPITAL AND REHABILITATION CENTER
331301	CUBA MEMORIAL HOSPITAL, INC
331302	ELIZABETHTOWN COMMUNITY HOSPITAL
331303	CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE
331304	MARGARETVILLE MEMORIAL HOSPITAL
331305	O'CONNOR HOSPITAL
331306	MOSES-LUDINGTON HOSPITAL
331307	CLIFTON FINE HOSPITAL
331309	RIVER HOSPITAL, INC
331310	ELLENVILLE REGIONAL HOSPITAL
331311	LITTLE FALLS HOSPITAL
331312	DELAWARE VALLEY HOSPITAL, INC
331313	SCHUYLER HOSPITAL, INC
331314	SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES
340001	CAROLINAS MEDICAL CENTER-NORTHEAST
340002	MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE
340003	NORTHERN HOSPITAL OF SURRY COUNTY
340004	HIGH POINT REGIONAL HOSPITAL
340008	SCOTLAND MEMORIAL HOSPITAL
340010	WAYNE MEMORIAL HOSPITAL
340011	SPRUCE PINE COMMUNITY HOSPITAL
340013	RUTHERFORD HOSPITAL INC
340014	NOVANT HEALTH FORSYTH MEDICAL CENTER
340015	ROWAN REGIONAL MEDICAL CENTER
340016	MEDWEST HARRIS
340017	MARGARET R PARDEE MEMORIAL HOSPITAL
340020	CENTRAL CAROLINA HOSPITAL
340021	CLEVELAND REGIONAL MEDICAL CENTER
340023	PARK RIDGE HEALTH
340024	SAMPSON REGIONAL MEDICAL CENTER
340027	LENOIR MEMORIAL HOSPITAL
340028	CAPE FEAR VALLEY MEDICAL CENTER
340030	DUKE UNIVERSITY HOSPITAL
340032	GASTON MEMORIAL HOSPITAL
340036	NOVANT HEALTH FRANKLIN MEDICAL CENTER
340037	KINGS MOUNTAIN HOSPITAL INC
340039	IREDELL MEMORIAL HOSPITAL INC
340040	VIDANT MEDICAL CENTER
340041	CALDWELL MEMORIAL HOSPITAL
340042	ONSLOW MEMORIAL HOSPITAL
340047	NORTH CAROLINA BAPTIST HOSPITAL
340049	NORTH CAROLINA SPECIALTY HOSPITAL
340050	SOUTHEASTERN REGIONAL MEDICAL CENTER
340051	WATAUGA MEDICAL CENTER
340053	NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER
340060	MOREHEAD MEMORIAL HOSPITAL
340061	UNIVERSITY OF NORTH CAROLINA HOSPITAL
340064	WILKES REGIONAL MEDICAL CENTER
340068	COLUMBUS REGIONAL HEALTHCARE SYSTEM
340069	WAKEMED, RALEIGH CAMPUS
340070	ALAMANCE REGIONAL MEDICAL CENTER
340071	BETSY JOHNSON REGIONAL  HOSPITAL
340073	DUKE HEALTH RALEIGH HOSPITAL
340075	CMC-BLUE RIDGE
340084	ANSON COMMUNITY HOSPITAL
340085	NOVANT HEALTH THOMASVILLE MEDICAL CENTER
340087	THE MCDOWELL HOSPITAL
340090	JOHNSTON MEMORIAL HOSPITAL
340091	MOSES H CONE MEMORIAL HOSPITAL, THE
340096	LEXINGTON MEMORIAL HOSPITAL INC
340097	HUGH CHATHAM MEMORIAL HOSPITAL
340098	CAROLINAS MED CENTER-MERCY
340099	VIDANT ROANOKE CHOWAN HOSPITAL
340106	SANDHILLS REGIONAL MEDICAL CENTER
340107	VIDANT EDGECOMBE HOSPITAL
340109	ALBEMARLE HOSPITAL AUTHORITY
340113	CAROLINAS MEDICAL CENTER/BEHAV HEALTH
340114	REX HOSPITAL
340115	FIRSTHEALTH MOORE REGIONAL HOSPITAL
340116	FRYE REGIONAL MEDICAL CENTER
340119	STANLY REGIONAL MEDICAL CENTER
340120	VIDANT DUPLIN  HOSPITAL
340123	RANDOLPH HOSPITAL
340126	WILSON MEDICAL CENTER
340127	GRANVILLE MEDICAL CENTER
340129	LAKE NORMAN REGIONAL MEDICAL CENTER
34012F	DURHAM VA MEDICAL CENTER
340130	CAROLINAS MEDICAL CENTER-UNION
340131	CAROLINA EAST MEDICAL CENTER
340132	MARIA PARHAM MEDICAL CENTER
340133	MARTIN GENERAL HOSPITAL
34013F	FAYETTEVILLE NC VA MEDICAL CENTER
340141	NEW HANOVER REGIONAL MEDICAL CENTER
340142	CARTERET GENERAL HOSPITAL
340143	CATAWBA VALLEY MEDICAL CENTER
340144	DAVIS REGIONAL MEDICAL CENTER
340145	CAROLINAS MEDICAL CENTER-LINCOLN
340147	NASH GENERAL HOSPITAL
340148	NOVANT HEALTH PARK HOSPITAL
340151	HALIFAX REGIONAL MEDICAL CENTER INC
340153	NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL
340155	DUKE REGIONAL HOSPITAL
340156	CHEROKEE INDIAN HOSPITAL AUTHORITY
340158	NOVANT HEALTH BRUNSWICK MEDICAL CENTER
340159	PERSON MEMORIAL HOSPITAL
340160	MURPHY MEDICAL CENTER INC
340166	CAROLINAS MED CTR-UNIVERSITY
340171	PRESBYTERIAN HOSPITAL MATTHEWS
340173	WAKEMED, CARY HOSPITAL
34017F	W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER
340183	NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER
340184	MEDWEST HAYWOOD
340186	VIDANT BEAUFORT HOSPITAL
34036F	ASHEVILLE-OTEEN VA MEDICAL CENTER
341302	OUR COMMUNITY HOSPITAL
341303	FIRSTHEALTH MONTGOMERY MEMORIAL HOSP
341304	VIDANT BERTIE  HOSPITAL
341305	MEDWEST SWAIN
341307	PENDER MEMORIAL HOSPITAL
341308	YADKIN VALLEY COMMUNITY HOSPITAL
341310	VIDANT PUNGO HOSPITAL
341311	CHATHAM HOSPITAL INC
341313	DAVIE COUNTY HOSPITAL
341314	WASHINGTON COUNTY HOSP INC
341315	CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL
341316	HIGHLANDS CASHIERS HOSPITAL INC
341317	PIONEER COMMUNITY HOSPITAL OF STOKES
341318	VIDANT CHOWAN HOSPITAL
341319	TRANSYLVANIA REGIONAL HOSPITAL, INC
341320	ALLEGHANY COUNTY MEMORIAL HOSPITAL
341321	BLOWING ROCK HOSPITAL
341322	ST LUKES HOSPITAL
341323	CHARLES A CANNON JR MEMORIAL HOSPITAL
341324	THE OUTER BANKS HOSPITAL, INC
341325	ASHE MEMORIAL HOSPITAL
341326	ANGEL MEDICAL CENTER
341327	J ARTHUR DOSHER MEMORIAL HOSPITAL
350002	ST ALEXIUS MEDICAL CENTER
350006	TRINITY HOSPITALS
350011	SANFORD MEDICAL CENTER FARGO
350015	SANFORD MEDICAL CENTER BISMARCK
350019	ALTRU HOSPITAL
35002F	FARGO VA MEDICAL CENTER
350063	P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK
350064	STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL
350070	ESSENTIA HEALTH-FARGO
351300	TIOGA MEDICAL CENTER
351301	MOUNTRAIL COUNTY MEDICAL CENTER
351302	MCKENZIE COUNTY HEALTHCARE SYSTEMS
351303	GARRISON MEMORIAL HOSPITAL
351304	COMMUNITY MEMORIAL HOSPITAL
351305	KENMARE COMMUNITY HOSPITAL
351306	COOPERSTOWN MEDICAL CENTER
351307	ST ANDREWS HEALTH CENTER - CAH
351308	NELSON COUNTY HEALTH SYSTEM
351309	SANFORD MAYVILLE
351310	SAKAKAWEA MEDICAL CENTER - CAH
351311	LISBON AREA HEALTH SERVICES
351312	NORTHWOOD DEACONESS HEALTH CENTER
351313	SOUTHWEST HEALTHCARE SERVICES
351314	JACOBSON MEMORIAL HOSPITAL & CARE CENTER
351315	OAKES COMMUNITY HOSPITAL
351316	PRESENTATION MEDICAL CENTER
351318	CARRINGTON HEALTH CENTER
351319	PEMBINA COUNTY MEMORIAL HOSPITAL
351320	UNITY MEDICAL CENTER
351321	WISHEK COMMUNITY HOSPITAL
351322	ASHLEY MEDICAL CENTER
351323	CAVALIER COUNTY MEMORIAL HOSPITAL
351324	MERCY HOSPITAL OF VALLEY CITY
351325	ST LUKE'S HOSPITAL
351326	FIRST CARE HEALTH CENTER
351327	ST ALOISIUS MEDICAL CENTER
351328	LINTON HOSPITAL - CAH
351329	SANFORD HILLSBORO
351330	WEST RIVER REGIONAL MEDICAL CENTER-CAH
351331	TOWNER COUNTY MEDICAL CENTER
351332	HEART OF AMERICA MEDICAL CENTER
351333	THE MERCY HOSPITAL OF DEVILS LAKE
351334	MERCY MEDICAL CENTER
351335	JAMESTOWN REGIONAL MEDICAL CENTER
351336	ST JOSEPH'S HOSPITAL & HEALTH CENTER
360001	MERCY HOSPITAL ANDERSON
360002	SAMARITAN REGIONAL HEALTH SYSTEM
360003	UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC
360006	RIVERSIDE METHODIST HOSPITAL
360008	SOUTHERN OHIO MEDICAL CENTER
360009	LIMA MEMORIAL HEALTH SYSTEM
360010	UNION HOSPITAL
360011	MARION GENERAL HOSPITAL
360012	MOUNT CARMEL ST ANN'S
360013	WILSON MEMORIAL HOSPITAL
360014	O'BLENESS MEMORIAL HOSPITAL
360016	JEWISH HOSPITAL, LLC
360017	GRANT MEDICAL CENTER
360019	SUMMA HEALTH SYSTEM BARBERTON HOSPITAL
36001F	CLEVELAND-WADE PARK VA MEDICAL CENTER
360020	SUMMA HEALTH SYSTEMS HOSPITALS
360025	FIRELANDS REGIONAL MEDICAL CENTER
360026	GREENE MEMORIAL HOSPITAL
360027	AKRON GENERAL MEDICAL CENTER
360029	WOOD COUNTY HOSPITAL
360032	GRAND LAKE HEALTH SYSTEM
360035	MOUNT CARMEL HEALTH
360036	WOOSTER COMMUNITY HOSPITAL
360037	ST VINCENT CHARITY MEDICAL CENTER
360039	GENESIS HEALTHCARE SYSTEM
36003F	CINCINNATI VA MEDICAL CENTER
360040	KNOX COMMUNITY HOSPITAL
360041	PARMA COMMUNITY GENERAL HOSPITAL
360044	WAYNE HOSPITAL
360046	MCCULLOUGH-HYDE MEMORIAL HOSPITAL
360048	UNIVERSITY OF TOLEDO MEDICAL CENTER
360051	MIAMI VALLEY HOSPITAL
360052	GOOD SAMARITAN HOSPITAL
360054	HOLZER MEDICAL CENTER
360055	TRUMBULL MEMORIAL HOSPITAL
360056	MERCY HOSPITAL FAIRFIELD
360058	MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL
360059	METROHEALTH SYSTEM
360064	ST ELIZABETH HEALTH CENTER
360065	FISHER-TITUS HOSPITAL
360066	ST RITA'S MEDICAL CENTER
360068	TOLEDO HOSPITAL THE
360070	MERCY MEDICAL CENTER
360071	VAN WERT COUNTY HOSPITAL
360072	FAIRFIELD MEDICAL CENTER
360074	FLOWER HOSPITAL
360075	UHHS RICHMOND HEIGHTS HOSPITAL
360076	ATRIUM MEDICAL CENTER
360077	FAIRVIEW HOSPITAL
360078	ROBINSON MEMORIAL HOSPITAL
360079	KETTERING MEDICAL CENTER
36007F	DAYTON VA MEDICAL CENTER
360080	EAST OHIO REGIONAL HOSPITAL
360081	MERCY ST CHARLES HOSPITAL
360082	EUCLID HOSPITAL
360084	AULTMAN HOSPITAL
360085	OHIO STATE UNIVERSITY HOSPITALS
360086	SPRINGFIELD REGIONAL MEDICAL CENTER
360087	LUTHERAN HOSPITAL
360089	MERCY TIFFIN HOSPITAL
36008F	CHILLICOTHE VA MEDICAL CENTER
360090	ST LUKE'S HOSPITAL
360091	MEDINA HOSPITAL
360092	MEMORIAL HOSPITAL OF UNION COUNTY
360095	BLANCHARD VALLEY HOSPITAL
360096	EAST LIVERPOOL CITY HOSPITAL
360098	LAKE HEALTH
360107	BELLEVUE HOSPITAL
360109	COSHOCTON COUNTY MEMORIAL HOSPITAL
360112	MERCY ST VINCENT MEDICAL CENTER
360113	MERCY FRANCISCAN HOSPITAL WESTERN HILLS
360116	SOUTHWEST REGIONAL MEDICAL CENTER
360118	MEDCENTRAL HEALTH SYSTEM MANSFIELD HOSPITAL
360121	COMMUNITY HOSPITALS AND WELLNESS CENTERS
360123	ST JOHN MEDICAL CENTER
360125	ASHTABULA COUNTY MEDICAL CENTER
360131	ALLIANCE COMMUNITY HOSPITAL
360132	FORT HAMILTON HUGHES MEMORIAL HOSPITAL
360133	GRANDVIEW HOSPITAL & MEDICAL CENTER
360134	GOOD SAMARITAN HOSPITAL
360137	UNIVERSITY HOSPITALS CASE MEDICAL CENTER
360141	NORTHSIDE MEDICAL CENTER
360143	MARYMOUNT HOSPITAL
360144	SOUTH POINTE HOSPITAL
360145	EMH REGIONAL MEDICAL CENTER
360147	MARIETTA MEMORIAL HOSPITAL
360148	POMERENE HOSPITAL
360150	SUMMA WESTERN RESERVE HOSPITAL
360151	AFFINITY MEDICAL CENTER
360152	DOCTORS HOSPITAL
360153	BELMONT COMMUNITY HOSPITAL
360155	SOUTHWEST GENERAL HEALTH CENTER
360156	MEMORIAL HOSPITAL
360159	ADENA REGIONAL MEDICAL CENTER
360161	ST JOSEPH HEALTH CENTER
360163	CHRIST HOSPITAL
360170	BERGER HOSPITAL
360172	MERCY REGIONAL MEDICAL CENTER
360174	UPPER VALLEY MEDICAL CENTER
360175	CLINTON MEMORIAL HOSPITAL
360179	BETHESDA NORTH
360180	CLEVELAND CLINIC
360185	SALEM COMMUNITY HOSPITAL
360189	MADISON COUNTY HOSPITAL INC
360192	UH GEAUGA MEDICAL CENTER
360195	SUMMA WADSWORTH-RITTMAN HOSPITAL
360197	MARY RUTAN HOSPITAL
360203	SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER
360210	GRADY MEMORIAL HOSPITAL
360211	TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST
360212	LAKEWOOD HOSPITAL
360218	LICKING MEMORIAL HOSPITAL
360230	HILLCREST HOSPITAL
360234	MERCY FRANCISCAN HOSPITAL - MT AIRY
360236	MERCY HOSPITAL CLERMONT
360239	KETTERING MEDICAL CENTER - SYCAMORE
360241	EDWIN SHAW REHAB INSTITUTE
360242	JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE
360245	GLENBEIGH
360259	BAY PARK COMMUNITY HOSPITAL
360261	THREE GABLES SURGERY CENTER
360262	MERCY ST ANNE HOSPITAL
360263	INSTITUTE FOR ORTHOPAEDIC SURGERY
360266	MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL
360270	MERCY HOSPITAL OF DEFIANCE
360271	UNIVERSITY POINTE SURGICAL HOSPITAL
360274	MEDICAL CENTER AT ELIZABETH PLACE
360276	ST ELIZABETH BOARDMAN HEALTH CENTER
360348	DUBLIN METHODIST HOSPITAL
360350	EVENDALE MEDICAL CENTER
360351	CRYSTAL CLINIC ORTHOPAEDIC CENTER
360352	SURGICAL HOSPITAL AT SOUTHWOODS
360354	WEST CHESTER HOSPITAL, LLC
360355	OHIO VALLEY MEDICAL CENTER, LLC
360358	DILEY RIDGE MEDICAL CENTER
360359	UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER
360360	SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER
360362	TRIHEALTH EVENDALE HOSPITAL
361300	PAULDING COUNTY HOSPITAL
361301	COMMUNITY MEMORIAL HOSPITAL
361302	TRINITY HOSPITAL TWIN CITY
361303	LODI COMMUNITY HOSPITAL
361305	DOCTORS HOSPITAL OF NELSONVILLE
361306	MERCY ALLEN HOSPITAL
361307	UHHS MEMORIAL HOSPITAL OF GENEVA
361308	UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER
361309	HENRY COUNTY HOSPITAL, INC
361310	MERCY WILLARD HOSPITAL
361311	HARRISON COMMUNITY HOSPITAL
361312	MERCY MEMORIAL HOSPITAL
361313	MORROW COUNTY HOSPITAL
361314	H B MAGRUDER MEMORIAL HOSPITAL
361315	HARDIN MEMORIAL HOSPITAL
361316	BUCYRUS COMMUNITY HOSPITAL
361318	FOSTORIA COMMUNITY HOSPITAL
361319	SELBY GENERAL HOSPITAL
361320	HOLZER MEDICAL CENTER JACKSON
361321	BARNESVILLE HOSPITAL ASSOCIATION, INC
361322	BLUFFTON HOSPITAL
361323	AULTMAN ORRVILLE HOSPITAL
361324	MEDCENTRAL HEALTH SYSTEM SHELBY HOSPITAL
361325	GALION COMMUNITY HOSPITAL
361326	ADAMS COUNTY REGIONAL MEDICAL CENTER
361328	DEFIANCE REGIONAL MEDICAL CENTER
361329	WYANDOT MEMORIAL HOSPITAL
361330	HOCKING VALLEY COMMUNITY HOSPITAL
361331	FAYETTE COUNTY MEMORIAL HOSPITAL
361332	HIGHLAND DISTRICT HOSPITAL
361333	FULTON COUNTY HEALTH CENTER
361334	PIKE COMMUNITY HOSPITAL
370001	HILLCREST MEDICAL CENTER
370002	WOODWARD REGIONAL HOSPITAL
370004	INTEGRIS BAPTIST REG HEALTH CENTER
370006	PONCA CITY MEDICAL CENTER
370007	NEWMAN MEMORIAL HOSPITAL
370008	NORMAN REGIONAL HEALTH SYSTEM
370011	MERCY HOSPITAL EL RENO
370013	MERCY HEALTH CENTER, INC
370014	MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA
370015	INTEGRIS MAYES COUNTY MEDICAL CENTER
370016	INTEGRIS BASS BAPTIST HEALTH CENTER
370018	JANE PHILLIPS MEDICAL CENTER
370019	GREAT PLAINS REGIONAL MEDICAL CENTER
370020	MERCY HOSPITAL ADA, INC
370022	JACKSON COUNTY MEMORIAL HOSPITAL
370023	DUNCAN REGIONAL HOSPITAL, INC
370025	EASTAR HEALTH SYSTEM, MAIN CAMPUS
370026	ST MARY'S REGIONAL MEDICAL CENTER
370028	INTEGRIS BAPTIST MEDICAL CENTER
370029	INTEGRIS CLINTON REGIONAL HOSPITAL
370030	INTEGRIS BLACKWELL REGIONAL HOSPITAL
370032	DEACONESS HOSPITAL
370034	MCALESTER REGIONAL HEALTH CENTER
370036	HARMON MEMORIAL HOSPITAL
370037	ST ANTHONY HOSPITAL
370039	HILLCREST HOSPITAL CLAREMORE
370040	EASTERN OKLAHOMA MEDICAL CENTER
370041	BRISTOW MEDICAL CENTER
370047	MERCY MEMORIAL HEALTH CENTER
370048	MCCURTAIN MEMORIAL HOSPITAL
370049	STILLWATER MEDICAL CENTER
370051	MEMORIAL HOSPITAL & PHYSICIAN GROUP
370054	GRADY MEMORIAL HOSPITAL
370056	COMANCHE COUNTY MEMORIAL HOSPITAL
370057	OKMULGEE MEMORIAL HOSPITAL
370065	CRAIG GENERAL HOSPITAL
370072	LATIMER COUNTY GENERAL HOSPITAL
370078	OKLAHOMA STATE UNIVERSITY MEDICAL CENTER
370080	SHARE MEMORIAL HOSPITAL
370083	PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH
370089	TAHLEQUAH CITY HOSPITAL
370091	SAINT FRANCIS HOSPITAL, INC
370093	O U MEDICAL CENTER
370094	MIDWEST REGIONAL MEDICAL CENTER
370097	SOUTHWESTERN MEDICAL CENTER
370099	HILLCREST HOSPITAL CUSHING
370100	CHOCTAW MEMORIAL HOSPITAL
370103	SAYRE MEMORIAL HOSPITAL, INC
370106	INTEGRIS SOUTHWEST MEDICAL CENTER
370112	SEQUOYAH MEMORIAL HOSPITAL
370113	INTEGRIS GROVE HOSPITAL
370114	ST JOHN MEDICAL CENTER, INC
